element,id,contact:website,light_rail,name,network,network:short,official_name,operator,public_transport,railway,railway:ref,railway:station_category,station,uic_ref,wheelchair,wikidata,wikipedia,contact:phone,departures_board,departures_board:speech_output,description,ref,network:wikidata,train,uic_name,loc_name,note,start_date,toilets:wheelchair,subway,image,source,line,atm,atm:operator,operator:short,operator:wikidata,check_date:wheelchair,level,internet_access,surveillance,internet_access:fee,railway:ref:parent,addr:city,addr:housenumber,addr:postcode,addr:street,ref:station,source:address,phone,website,wikimedia_commons,surveillance:type,name:VBB,wheelchair:description,wheelchair:source,old_name,url,not:network:wikidata,layer,site,short_name,alt_name,postal_code,usage,name:ja,platforms,note:old_name,fixme,heritage,heritage:operator,lda:criteria,ref:lda,description:ar,description:de,description:en,description:es,description:fr,description:ja,description:nl,description:ru,iata,name:be,name:de,name:el,name:en,name:es,name:fr,name:hu,name:it,name:nl,tactile_paving,old_name:1958-05-31--1961,old_name:1961--1974-11,old_name:1974-11--2003-01-06,location,description:old_name,source:old_name,internet_access:ssid,shelter,name:ko,name:ru,ref_name,geometry
node,3842232853,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/schichauweg/132,yes,Schichauweg,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Schichauweg,DB Netz AG,station,station,BSC,5,light_rail,8089038,yes,Q3672596,de:Bahnhof Berlin Schichauweg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3894102 52.3985451)
node,3844356478,,,Voltastraße,,,,,station,station,,,subway,,yes,Q663308,de:U-Bahnhof Voltastraße,,realtime,no,U Voltastraße,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.392876 52.5422898)
node,3844467019,,,Moritzplatz,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,730889,no,Q374225,de:U-Bahnhof Moritzplatz,,,,,,Q315451,yes,"Moritzplatz (U), Berlin",,,,no,yes,,,,,,BVG,Q99633,2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4107479 52.5036623)
node,3844501316,,,Schönleinstraße,,,,,station,station,,,subway,,no,Q666868,de:U-Bahnhof Schönleinstraße,,,,,,,,,,,,,yes,,,,yes,Bankhaus Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4220572 52.4930552)
node,3846358177,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichterfelde-ost/99,yes,Lichterfelde Ost,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichterfelde Ost (S-Bahn),DB Netz AG,station,station,BLIO,3,light_rail,8089113,yes,Q469743,de:Bahnhof Berlin-Lichterfelde Ost,+49 30 297 43333,,,,,,,Berlin-Lichterfelde Ost (S),,,,no,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3280815 52.4298633)
node,3846415853,,,Boddinstraße,,,,,station,station,,,subway,,yes,Q819495,de:U-Bahnhof Boddinstraße,,realtime,no,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.425281 52.4801685)
node,3846471665,,,Leinestraße,,,,,station,station,,,subway,,yes,Q668563,de:U-Bahnhof Leinestraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4283545 52.4729787)
node,3846589198,,,Strausberger Platz,,,,,station,station,,,subway,,yes,Q570999,de:U-Bahnhof Strausberger Platz,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,Fahrstuhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4315264 52.5180981)
node,3846748389,,,Dahlem-Dorf,,,,,station,station,,,subway,,yes,Q668585,de:U-Bahnhof Dahlem-Dorf,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,File:Berlin U-Bf Dahlem-Dorf asv2023-06 img1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2897049 52.4574096)
node,3846755695,,,Weberwiese,,,,,station,station,,,subway,,yes,Q551768,de:U-Bahnhof Weberwiese,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4447135 52.5167465)
node,3851450060,,,Grenzallee,,,,,station,station,,,subway,,yes,Q571836,de:U-Bahnhof Grenzallee,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4447716 52.4628825)
node,3854167532,,,Rehberge,,,,,station,station,,,subway,,yes,Q253850,de:U-Bahnhof Rehberge,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3409843 52.5566893)
node,3854590993,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/anhalter-bahnhof/15,yes,S Anhalter Bahnhof,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Anhalter Bf,DB Netz AG,station,station,BAHU,3,light_rail,8089002,yes,Q695244,de:Berlin Anhalter Bahnhof,+49 30 297 43333,,,,,,yes,Berlin Anhalter Bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3814763 52.5035788)
node,3854590996,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/potsdamer-platz/124,yes,Potsdamer Platz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Potsdamer Platz (S-Bahn),DB Netz AG,station,station,BPOP,2,light_rail,8089032,limited,Q672579,de:Bahnhof Berlin Potsdamer Platz,+49 30 297 43333,,,,,Q315451,yes,Berlin Potsdamer Platz (S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3766399 52.5094035)
node,3854590997,,,Hallesches Tor,,,,,station,station,,,subway,,yes,Q658302,de:U-Bahnhof Hallesches Tor,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U Hallesches Tor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3906496 52.4977596)
node,3854591000,,,U Potsdamer Platz,,,,,station,station,,,subway,,yes,Q3909578,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Category:U-Bahnhof Potsdamer Platz (Berlin),,,,,,,,,,,,,,,,,,4,lda,Baudenkmal,09095936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3782147 52.5091586)
node,3856100103,,,Berlin Hauptbahnhof,DBUS,,Berlin Hauptbahnhof-Lehrter Bf (Stadtb),DB InfraGO AG,station,station,BLS,1,,8011160,yes,Q1097,de:Berlin Hauptbahnhof,,realtime,no,Hauptbahnhof der Bundesdeutschen Hauptstadt Berlin,,,yes,Berlin Hauptbahnhof,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lehrter Bahnhof,https://www.bahnhof.de/berlin-hauptbahnhof,,5,,Berlin Hbf,,,,ベルリン中央駅,,,,,,,,محطة برلين المركزيه,Hauptbahnhof der Bundesdeutschen Hauptstadt Berlin,Hauptbahnhof der Bundesdeutschen Hauptstadt Berlin,"Estación principal de la capital alemana, Berlín",Gare principale de la capitale allemande Berlin,ドイツの首都ベルリンの主要駅,Hoofdstation van de Duitse hoofdstad Berlijn,Главный вокзал столицы Германии Берлина,QPP,Берлін-Цэнтральны,Berlin Hauptbahnhof,Κεντρικός σταθμός Βερολίνου,Berlin Central Station,Estación central de Berlín,Gare centrale de Berlin,Berlini főpályaudvar,Stazione centrale di Berlino,Berlijn Centraal Station,,,,,,,,,,,,,POINT (13.3696614 52.5249451)
node,3856100108,,,Hauptbahnhof,,,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,,,,,,,,,,,,,2009-08-09,,yes,,,,,,BVG,,,,,public,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,POINT (13.3701242 52.5252819)
node,3856551765,,,Britz-Süd,,,,,station,station,,,subway,,yes,Q571845,de:U-Bahnhof Britz-Süd,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4481868 52.4377918)
node,3856551767,,,Johannisthaler Chaussee,,,,,station,station,,,subway,,yes,Q638553,de:U-Bahnhof Johannisthaler Chaussee,,,,,,,,,,,,,yes,,,,,,,,2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4533376 52.4293213)
node,3856551769,,,Lipschitzallee,,,,,station,station,,,subway,,yes,Q571467,de:U-Bahnhof Lipschitzallee,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4626984 52.4246425)
node,3856551771,,,Rudow,,,,,station,station,,,subway,,yes,Q660024,de:U-Bahnhof Rudow,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4953978 52.41617)
node,3856551777,,,Zwickauer Damm,,,,,station,station,,,subway,,yes,Q572096,de:U-Bahnhof Zwickauer Damm,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4839403 52.4233803)
node,3858390219,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichtenrade/98,yes,Lichtenrade,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Lichtenrade,DB Netz AG,station,station,BLRD,5,light_rail,8089070,yes,Q6543354,de:Bahnhof Berlin-Lichtenrade,+49 30 297 43333,,,,,,,Berlin-Lichtenrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3964496 52.3869393)
node,3858579923,,,Afrikanische Straße,,,,,station,station,,,subway,,yes,Q559239,de:U-Bahnhof Afrikanische Straße,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3346178 52.5602382)
node,3858818979,,,Kurt-Schumacher-Platz,,,,,station,station,,,subway,,yes,Q555916,de:U-Bahnhof Kurt-Schumacher-Platz,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.327129 52.5632274)
node,3858932763,,,Scharnweberstraße,,,,,station,station,,,subway,,yes,Q557586,de:U-Bahnhof Scharnweberstraße,,,,,,,,,,,,,yes,,,,,,,,2022-11-05,,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3126219 52.5668172)
node,3859009452,,,Otisstraße,,,,,station,station,,,subway,,yes,Q557582,,,,,,,,,,,,1958-05-31,,yes,,,,,,,,,,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,lda,,09012223,,,,,,,,,,,,,,,,,,,,Seidelstraße (Flugplatz Tegel),Seidelstraße (Flughafen Tegel),Seidelstraße,,,,,,,,,POINT (13.3029254 52.5710338)
node,3859032226,,,Holzhauser Straße,,,,,station,station,,,subway,,no,Q557566,de:U-Bahnhof Holzhauser Straße,,,,,,,,,,,,,yes,,,,,,,,2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2961132 52.575692)
node,3862380796,,,Borsigwerke,,,,,station,station,,,subway,,no,Q525185,de:U-Bahnhof Borsigwerke,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2905918 52.5818407)
node,3862767512,,,Brandenburger Tor,,,,,station,station,,,subway,,yes,Q477185,de:Bahnhof Berlin Brandenburger Tor,,,,,,,,,,,2009-08-09,,yes,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3809897 52.5166047)
node,3865616067,,,Neukölln,,,,,station,station,,,subway,,yes,Q21272767,de:Bahnhof Berlin-Neukölln,,,,,,,,,,,,,yes,,,,yes,Sparkasse,,,,-2,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor,,,,,,,,POINT (13.4418203 52.4685956)
node,3866864060,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/kaulsdorf/89,yes,Kaulsdorf,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Kaulsdorf S-Bahn,DB Netz AG,station,station,BKAD,4,light_rail,8089068,yes,Q800478,de:Bahnhof Berlin-Kaulsdorf,+49 30 297 43333,timetable,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.5901922 52.5121351)
node,3867910440,,,Weinmeisterstraße,,,,,station,station,,,subway,,no,Q661876,de:U-Bahnhof Weinmeisterstraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4050194 52.5254666)
node,3869306763,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/friedrichstrasse/59,yes,S Friedrichstraße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Friedrichstraße (Stadtb) S-Bahn,DB Netz AG,station,station,BFST,2,light_rail,8011306,yes,Q702402,de:Bahnhof Berlin Friedrichstraße,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3868236 52.5204967)
node,3869306768,,,U Friedrichstraße,,,,,station,station,,,subway,,yes,Q3753274,de:Bahnhof Berlin Friedrichstraße,,,,,,,,,,,,,yes,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3882862 52.5202635)
node,3870475231,,,Mohrenstraße,,,,,station,station,,,subway,,yes,Q658391,de:U-Bahnhof Mohrenstraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3850915 52.5117915)
node,3870914569,,,Warschauer Straße,,,,,station,station,,,subway,,yes,Q664036,de:Bahnhof Berlin Warschauer Straße,,,,,,,,,,,,,yes,,,,,,,,,,wlan,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warschauer Straße Station,,,,,,,,,,,,,,,,,,POINT (13.4490065 52.505014)
node,3872477458,,,Krumme Lanke,,,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q663945,de:U-Bahnhof Krumme Lanke,,,,,,,,,,,1929-12-22,,yes,,,,,,BVG,,,,wlan,,no,,,,,,,,,https://fahrinfo.bvg.de/barrierefrei/bin/stboard.bin/dn?ld=0.1&L=vs_bf&seqnr=3&ident=kf.054771.1341593343&time=22:50&input=9715305&start=1&view=STATIONINFO&,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2413921 52.4434481)
node,3872632789,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/landsberger-allee/93,yes,Landsberger Allee,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Landsberger Allee,DB InfraGO AG,station,station,BLST,4,light_rail,8089020,yes,Q800507,de:Bahnhof Berlin Landsberger Allee,,,,,,Q315451,yes,,,,,,,,,,,,,,,,no,indoor,,BGSS,,,,,3511,,,,,camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4547803 52.529482)
node,3874806029,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/friedenau/12,yes,Friedenau,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin-Friedenau,DB Netz AG,station,station,BFRU,4,light_rail,8089058,yes,Q800471,de:Bahnhof Berlin-Friedenau,,,,,,,,,,,,,,,,,,,,,,,,,,BSGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3415003 52.4707164)
node,3875882001,,,Görlitzer Bahnhof,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,no,Q597759,de:U-Bahnhof Görlitzer Bahnhof,,,,,,Q315451,,,,,,,yes,,,,,,BVG,Q99633,,,,indoor,,,,,,,,,+49 30 19 44 9,https://www.bvg.de/index.php/de/3729/name/U-Bahnlinie+U1/area/89395.html,,,,,,,,,,,,,,,ゲルリッツァー駅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4280355 52.4992628)
node,3876077784,,,Klosterstraße,,,,,station,station,,,subway,,yes,Q657893,de:U-Bahnhof Klosterstraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4124323 52.5172347)
node,3876218098,,,Schillingstraße,,,,,station,station,,,subway,,yes,Q552899,de:U-Bahnhof Schillingstraße,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4211125 52.52079)
node,3876349058,,,Frankfurter Tor,,,,,station,station,,,subway,,yes,Q568627,de:U-Bahnhof Frankfurter Tor,,,,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4539745 52.515818)
node,3876481637,,,Schlesisches Tor,,,,,station,station,,,subway,,yes,Q602282,de:U-Bahnhof Schlesisches Tor,,,,,,,,,,,,,yes,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4414625 52.5008341)
node,3876909305,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/westhafen/158,yes,Westhafen,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Westhafen (S-Bahn),DB Netz AG,station,station,BWH,4,light_rail,8089116,no,Q465972,de:Bahnhof Berlin Westhafen,+49 30 297 43333,,,,,Q315451,yes,Berlin Westhafen,,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,,,,,,,,,,,2022-07-11,,,,,,,,,,,,,,Category:Bahnhof Berlin Westhafen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3444152 52.5362768)
node,3876909306,,,Westhafen,,,,,station,station,,,subway,,yes,Q465972,de:Bahnhof Berlin Westhafen,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3425741 52.536735)
node,3881590700,,,Prinzenstraße,,,,,station,station,,,subway,,limited,Q689797,de:U-Bahnhof Prinzenstraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Aufzug nur in Richtung Warschauer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.40591 52.4983972)
node,3884823930,,,Alt-Mariendorf,,,,,station,station,,,subway,,no,Q262168,de:U-Bahnhof Alt-Mariendorf,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3875138 52.4396754)
node,3887567777,,,Platz der Luftbrücke,,,,Berliner Verkehrbetriebe,station,station,,,subway,,no,Q553146,de:U-Bahnhof Platz der Luftbrücke,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historischer Bahnhofsname 1926-1937,Schriftzug innerhalb der Fliesen der Tunnelwand des Bahnhof;abgedeckt durch Plexiglass o.ä.;Abdeckung trägt die in description hinterlegten Angaben,,,,,,POINT (13.3859508 52.4860843)
node,3894910680,,,Paracelsus-Bad,,,,,station,station,,,subway,,yes,Q557562,de:U-Bahnhof Paracelsus-Bad,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.348511 52.5742433)
node,3895051317,,,Residenzstraße,,,,,station,station,,,subway,,no,Q557513,de:U-Bahnhof Residenzstraße,,,,,,,,,,,,,yes,,,,yes,Bankhaus Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3604739 52.5711895)
node,3895235324,,,Franz-Neumann-Platz,,,,,station,station,,,subway,,no,Q555992,de:U-Bahnhof Franz-Neumann-Platz,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3639236 52.5645392)
node,3896342607,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/wollankstrasse/165,yes,Wollankstraße,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Wollankstraße,DB Netz AG,station,station,BWOK,4,light_rail,8089048,yes,Q800515,de:Bahnhof Berlin Wollankstraße,+49 30 297 43333,realtime,no,S Wollankstraße,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,"11.05.2018: Aufzug defekt, kein Reparaturtermin",,Pankow Nordbahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3923627 52.5651525)
node,3896661775,,,Vinetastraße,Verkehrsverbund Berlin-Brandenburg,VBB,,Berliner Verkehrsbetriebe,station,station,,,subway,,yes,Q570906,de:U-Bahnhof Vinetastraße,,,,,,Q315451,,,,,,,yes,,,,,,BVG,Q99633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.413278 52.5593248)
node,3898068655,,,Kaiserin-Augusta-Straße,,,,,station,station,,,subway,,yes,Q559226,de:U-Bahnhof Kaiserin-Augusta-Straße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3846346 52.4599764)
node,3898404805,,,Westphalweg,,,,,station,station,,,subway,,no,Q554481,de:U-Bahnhof Westphalweg,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3856905 52.4462674)
node,3900136339,,,Kottbusser Tor,,,,,station,station,,,subway,,yes,Q819768,de:U-Bahnhof Kottbusser Tor,,,,,,,,,,,,no,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,,,,,,-2,,,,,,コットブッサートーア,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4183107 52.4989853)
node,3900580952,,,Sophie-Charlotte-Platz,,,,,station,station,,,subway,,yes,Q657879,de:U-Bahnhof Sophie-Charlotte-Platz,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.2963306 52.5109137)
node,3901824902,,,Nollendorfplatz,,,,,station,station,,,subway,,yes,Q571039,de:U-Bahnhof Nollendorfplatz,,,,,,,,,,,,no,yes,,,,,,,,,,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3537297 52.4995972)
node,3904674211,,,Spittelmarkt,,,,,station,station,,,subway,,yes,Q569489,de:U-Bahnhof Spittelmarkt,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4041155 52.5112959)
node,3906622702,,,Kurfürstenstraße,,,,,station,station,,,subway,,no,Q690203,de:U-Bahnhof Kurfürstenstraße,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.3619411 52.4999599)
node,3906729688,,,Schwartzkopffstraße,,,,,station,station,,,subway,,yes,Q554360,de:U-Bahnhof Schwartzkopffstraße,,realtime,no,,,,,,,,,,yes,,,,,,,,,,,indoor,,,,,,,,,,,,,,Fahrstuhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.377318 52.5351574)
node,3908141014,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/alexanderplatz/26,yes,Alexanderplatz,Verkehrsverbund Berlin-Brandenburg,VBB,Berlin Alexanderplatz S-Bahn,DB Netz AG,station,station,BALX,3,light_rail,8089001,yes,Q698497,de:Bahnhof Berlin Alexanderplatz,,,,,,,,,,,,yes,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (13.4112804 52.5215661)
